className,displayName,sourceSide,sourceFaction,sourceSubcategory,broadCategory,sourceWeapons
vn_b_air_ah1g_04,AH-1G Cobra (CAS),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_04_usmc,AH-1G Cobra (CAS),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_05,AH-1G Cobra (FAC),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_05_usmc,AH-1G Cobra (FAC),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_01,AH-1G Cobra (FFAR),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_01_usmc,AH-1G Cobra (FFAR),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_07,AH-1G Cobra (M195/APERS),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_07_usmc,AH-1G Cobra (M195/APERS),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_08,AH-1G Cobra (M195/AT),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_08_usmc,AH-1G Cobra (M195/AT),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_09,AH-1G Cobra (M195/CAS),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_09_usmc,AH-1G Cobra (M195/CAS),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_10,AH-1G Cobra (M195/FAC),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_10_usmc,AH-1G Cobra (M195/FAC),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_06,AH-1G Cobra (M195/FFAR),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_06_usmc,AH-1G Cobra (M195/FFAR),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_boat_09_01,STAB (M60),WEST,MACV,Boats (MACV),SEA,vn_m60_v_01;vn_m60_v_02
vn_b_boat_12_02,"PBR MkII (M60, Black, Clean)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_m60_v_03;vn_m60_v_04;vn_pbr_horn
vn_b_boat_12_04,"PBR MkII (M60, Black, Dirty)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_m60_v_03;vn_m60_v_04;vn_pbr_horn
vn_b_boat_12_01,"PBR MkII (M60, Red, Clean)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_m60_v_03;vn_m60_v_04;vn_pbr_horn
vn_b_boat_12_03,"PBR MkII (M60, Red, Dirty)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_m60_v_03;vn_m60_v_04;vn_pbr_horn
vn_b_boat_13_02,"PBR MkII (Mk18, Black, Clean)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_mk18_v_03;vn_mk18_v_04;vn_pbr_horn
vn_b_boat_13_04,"PBR MkII (Mk18, Black, Dirty)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_mk18_v_03;vn_mk18_v_04;vn_pbr_horn
vn_b_boat_13_01,"PBR MkII (Mk18, Red, Clean)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_mk18_v_03;vn_mk18_v_04;vn_pbr_horn
vn_b_boat_13_03,"PBR MkII (Mk18, Red, Dirty)",WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_twin_v_01;vn_m2_v_02;vn_mk18_v_03;vn_mk18_v_04;vn_pbr_horn
vn_b_boat_10_01,STAB (M2),WEST,MACV,Boats (MACV),SEA,vn_m2_v_03;vn_m60_v_01;vn_m60_v_02
vn_b_boat_11_01,STAB (Mk18),WEST,MACV,Boats (MACV),SEA,vn_m2_v_03;vn_m60_v_01;vn_mk18_v_02
vn_b_boat_06_02,"PTF Nasty Boat (40mm, Black)",WEST,MACV,Boats (MACV),SEA,vn_m60_v_05;vn_m60_v_06;vn_mk2_v_03;vn_mk2_v_04;vn_mk3_v_01;vn_mk3_v_02;vn_ptf_horn
vn_b_boat_06_01,"PTF Nasty Boat (40mm, Red)",WEST,MACV,Boats (MACV),SEA,vn_m60_v_05;vn_m60_v_06;vn_mk2_v_03;vn_mk2_v_04;vn_mk3_v_01;vn_mk3_v_02;vn_ptf_horn
vn_b_boat_05_02,PTF Nasty Boat (Mortar/ Black),WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_v_02;vn_mk2_v_03;vn_mk2_v_04;vn_mk3_v_01;vn_mortar_m29;vn_ptf_horn
vn_b_boat_05_01,PTF Nasty Boat (Mortar/ Red),WEST,MACV,Boats (MACV),SEA,searchlight;vn_m2_v_02;vn_mk2_v_03;vn_mk2_v_04;vn_mk3_v_01;vn_mortar_m29;vn_ptf_horn
